Accident_ID,Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Traffic_Density,Road_Condition,Driver_Age,Driver_Experience,Seatbelt_or_Helmet,Traffic_Violation,Near_School,Near_Hospital,Emergency_Response_Time,Accident_Hotspot,Severity,Injuries,Fatalities
PK-ACC-000069,2023-01-02,22:31,Piplan,32.212086485905985,71.25373924301,Clear,Rural Road,Daylight,Motorcycle,60,Medium,Dry,30,9,Yes,No,No,No,33,No,Low,0,0
PK-ACC-000070,2024-01-25,14:17,Rahim Yar Khan,28.268676196844073,70.3994765060265,Clear,Urban Road,Daylight,Car,120,Medium,Wet,38,12,Yes,Yes,No,Yes,22,No,High,4,0
PK-ACC-000071,2024-07-19,13:12,Pindi Gheb,33.36930207276918,72.37017153832085,Clear,Highway,Dusk,Motorcycle,40,Low,Dry,24,2,No,No,No,No,13,No,Low,0,0
PK-ACC-000072,2023-04-16,23:33,Charsadda,34.154481968251524,71.75444726821932,Clear,Urban Road,Night,Bus,100,Low,Wet,43,19,No,Yes,No,No,21,No,High,4,2
PK-ACC-000073,2024-04-21,19:53,Attock,33.94637451204657,72.46126442538765,Rain,Rural Road,Daylight,Motorcycle,60,Medium,Dry,52,26,No,Yes,No,No,14,No,Medium,2,0
PK-ACC-000074,2024-12-03,23:27,Multan Saddar,30.23873941690746,71.32490723927904,Rain,Urban Road,Daylight,Car,60,High,Dry,20,1,Yes,No,No,No,8,No,Low,1,0
PK-ACC-000075,2024-02-06,10:50,Isakhel,33.06260471187627,71.2093572449517,Clear,Rural Road,Daylight,Car,40,Medium,Dry,65,35,Yes,Yes,No,No,23,No,Low,0,0
PK-ACC-000076,2024-12-30,21:29,Chishtian,29.935929645562446,72.68983466426138,Clear,Highway,Daylight,Car,120,Low,Dry,27,0,Yes,No,Yes,Yes,12,No,Low,0,0
PK-ACC-000077,2024-07-09,05:16,Gujranwala,32.28677376272583,74.11286340635172,Storm,Urban Road,Daylight,Car,40,Medium,Dry,32,5,No,No,No,No,30,No,Low,0,0
PK-ACC-000078,2023-06-11,21:00,Mirpur Khas,25.496058812339133,69.03108295528865,Clear,Highway,Daylight,Van,60,Medium,Dry,43,23,No,No,No,No,14,No,Low,0,0
PK-ACC-000079,2023-07-21,19:04,Quetta,30.18241918316872,66.99860438034383,Rain,Motorway,Daylight,Car,40,High,Dry,19,0,No,No,No,No,9,Yes,Low,1,0
PK-ACC-000080,2023-09-27,00:44,Summundri,31.146283798507454,72.87122457579184,Rain,Highway,Daylight,Motorcycle,60,High,Dry,19,0,No,No,No,No,11,No,Medium,3,0
PK-ACC-000081,2023-09-28,00:43,Zhob,31.314970346102896,69.47524366874933,Clear,Rural Road,Dusk,Motorcycle,60,Medium,Dry,29,11,Yes,No,No,No,18,No,Low,0,0
PK-ACC-000082,2024-03-31,08:31,Tandlian Wala,30.924198700519984,73.19404149253106,Clear,Urban Road,Night,Motorcycle,60,High,Dry,29,8,No,No,No,No,17,No,Low,1,0
PK-ACC-000083,2024-04-06,21:25,Kallar Sayaddan,33.355835297355,73.31016941924959,Rain,Motorway,Night,Truck,60,Medium,Dry,37,14,No,No,No,No,26,Yes,High,3,2
PK-ACC-000084,2024-12-27,12:41,Rawalpindi,33.439801709866245,73.1392696125808,Fog,Rural Road,Dusk,Motorcycle,40,High,Dry,58,10,No,No,Yes,No,11,No,Medium,2,0
PK-ACC-000085,2023-09-09,15:05,Karachi,25.14954062245658,66.96152800453214,Clear,Motorway,Daylight,Van,60,High,Dry,24,5,No,No,No,No,17,No,Low,0,0
PK-ACC-000086,2024-12-02,20:53,Khairpur,27.502808172725583,68.77954830172165,Clear,Urban Road,Daylight,Van,40,Medium,Dry,46,0,No,No,Yes,No,67,No,Low,1,0
PK-ACC-000087,2023-10-23,07:22,Shah Kot,31.589833233940656,73.6434544809759,Clear,Highway,Night,Car,60,Low,Dry,23,2,No,No,No,No,65,No,Low,0,0
PK-ACC-000088,2024-12-25,06:24,Hasan Abdal,33.82828894098871,72.65752509052807,Clear,Highway,Dusk,Motorcycle,40,High,Dry,29,5,No,No,No,No,19,No,Low,0,0
PK-ACC-000089,2024-12-20,12:24,Muzaffargarh,30.122899274905897,71.40549296923308,Rain,Highway,Night,Car,60,Low,Dry,70,39,No,Yes,No,No,14,No,High,5,0
PK-ACC-000090,2023-12-04,16:43,Abbottabad,34.149385890565014,73.19572986984551,Clear,Motorway,Night,Motorcycle,60,High,Wet,64,45,No,Yes,Yes,Yes,13,No,High,2,3
PK-ACC-000091,2023-02-22,10:05,Liaqatpur,28.900494853763384,71.03892551572797,Clear,Highway,Daylight,Car,40,Low,Dry,22,1,No,Yes,No,Yes,22,No,Low,0,0
PK-ACC-000092,2023-08-05,14:36,Jaranwala,31.340955180751163,73.7017194308256,Clear,Urban Road,Daylight,Bus,40,Low,Wet,60,12,No,No,No,No,19,Yes,Low,0,0
PK-ACC-000093,2023-07-07,15:23,Dera Ghazi Khan,29.856302501002265,70.50150683869262,Rain,Motorway,Daylight,Motorcycle,40,Medium,Dry,47,26,No,No,No,No,35,No,Medium,2,0
PK-ACC-000094,2024-01-15,10:41,Piplan,32.34943406766263,71.39055867752923,Clear,Highway,Dawn,Motorcycle,40,Medium,Dry,47,0,No,No,No,No,13,Yes,Low,1,0
PK-ACC-000095,2024-05-07,07:55,Bahawalpur,29.284368603328176,71.55946588533503,Fog,Highway,Daylight,Motorcycle,60,High,Dry,45,12,No,No,No,No,15,No,Medium,3,1
PK-ACC-000096,2023-02-10,04:09,Hasilpur,29.69598106513377,72.57593432122322,Clear,Urban Road,Night,Bus,60,Medium,Dry,44,17,No,Yes,No,No,11,No,Medium,1,0
PK-ACC-000097,2023-06-06,09:00,Liaqatpur,28.651109509534127,70.78754316097795,Clear,Urban Road,Dusk,Motorcycle,120,Medium,Dry,38,9,Yes,No,No,No,11,No,Medium,2,0
PK-ACC-000098,2023-01-15,12:51,Sibi,29.534233021161594,67.86020468303415,Fog,Highway,Daylight,Van,60,Medium,Dry,51,28,Yes,No,No,No,26,No,Low,0,0
PK-ACC-000099,2023-03-06,22:17,Kamoke,32.05249656231485,74.14221413954976,Clear,Highway,Daylight,Bus,60,Low,Dry,28,10,Yes,No,No,No,12,No,Low,0,0
PK-ACC-000100,2024-06-04,22:04,Isakhel,32.76333963690865,71.21853673670232,Clear,Motorway,Daylight,Van,100,High,Dry,49,6,No,No,No,No,9,No,Low,0,0
PK-ACC-000101,2023-12-10,15:37,Kabirwala,30.4569602701013,71.74602447046354,Rain,Rural Road,Dusk,Car,120,Medium,Dry,47,19,No,Yes,No,No,18,No,High,4,2
PK-ACC-000102,2023-05-09,21:30,Jacobabad,28.315913065996746,68.46972173786428,Fog,Highway,Daylight,Car,120,Medium,Dry,24,1,Yes,No,No,Yes,12,Yes,Medium,4,0
PK-ACC-000103,2024-10-09,20:41,Nankana Sahib,31.34551680015392,73.8200396586897,Clear,Motorway,Dawn,Car,80,Low,Dry,20,1,Yes,Yes,No,No,14,No,Medium,2,0
PK-ACC-000104,2024-04-16,06:19,Gujar Khan,33.33030801272308,73.5424111058033,Clear,Highway,Night,Motorcycle,40,Medium,Dry,36,10,Yes,No,Yes,No,8,Yes,Low,0,0
PK-ACC-000105,2023-03-04,15:32,Muzaffargarh,30.02442119840556,71.2469948676432,Clear,Urban Road,Daylight,Truck,40,Medium,Dry,68,29,No,No,No,No,22,No,Low,0,0
PK-ACC-000106,2023-05-19,06:31,Kohat,33.55013209044158,71.43898341822862,Fog,Motorway,Night,Truck,40,Medium,Wet,36,9,Yes,No,No,No,18,No,Medium,2,0
PK-ACC-000107,2024-05-13,11:26,Tandlian Wala,31.067449585005654,73.41416724553702,Clear,Urban Road,Daylight,Bus,60,High,Under Construction,24,3,Yes,No,No,No,15,No,Low,0,0
PK-ACC-000108,2024-08-15,22:46,Swabi,34.15736717869121,72.48744719675243,Clear,Highway,Daylight,Motorcycle,80,Medium,Dry,54,26,Yes,No,No,No,24,No,Low,0,0
PK-ACC-000109,2024-01-27,01:58,Bahawalpur,29.31946569914364,71.85128022351397,Fog,Urban Road,Daylight,Motorcycle,60,Medium,Dry,45,26,Yes,Yes,Yes,No,25,No,Medium,2,0
PK-ACC-000110,2024-11-05,17:03,Kahuta,33.3623535370739,73.63081790538189,Clear,Urban Road,Night,Truck,60,Medium,Under Construction,49,2,Yes,No,Yes,No,25,Yes,Medium,3,0
PK-ACC-000111,2024-02-23,12:22,Piplan,32.37754752800926,71.38859715411071,Rain,Urban Road,Daylight,Bus,60,Low,Dry,46,6,Yes,No,No,No,18,No,Low,1,0
PK-ACC-000112,2023-10-16,08:35,Hafizabad,31.99089953036876,73.7767530003944,Rain,Motorway,Dawn,Motorcycle,80,Low,Wet,48,2,No,Yes,No,No,23,No,High,3,1
PK-ACC-000113,2024-01-14,08:22,Muzaffargarh,30.281877467572595,71.37903938435413,Clear,Urban Road,Night,Van,40,Low,Dry,22,2,No,No,Yes,Yes,25,No,Low,0,0
PK-ACC-000114,2024-05-04,23:32,Wazirabad,32.508209615287306,74.37696169705568,Rain,Motorway,Dusk,Car,80,Medium,Dry,32,10,No,No,No,No,24,No,Medium,3,0
PK-ACC-000115,2023-08-19,07:32,Lahore Cantt,31.59453641051643,74.52204392412409,Clear,Highway,Daylight,Van,60,Low,Dry,38,5,No,No,No,No,18,No,Low,0,0
PK-ACC-000116,2023-02-10,15:55,Hazro,33.83478925711552,72.4299711565952,Clear,Rural Road,Daylight,Motorcycle,80,Low,Dry,37,0,Yes,No,No,No,14,No,Low,1,0
PK-ACC-000117,2023-01-28,14:14,Dera Murad Jamali,28.53759355971893,68.21035378676578,Clear,Highway,Dusk,Van,40,Medium,Under Construction,35,14,Yes,No,No,No,5,No,Low,0,0
PK-ACC-000118,2023-05-15,04:18,Fort Abbas,29.354952560128503,73.1117691592526,Clear,Motorway,Night,Motorcycle,60,Medium,Wet,54,32,No,No,No,No,26,No,Medium,2,0
PK-ACC-000119,2023-07-20,23:42,Abbottabad,34.15627785585471,73.20761448973299,Clear,Highway,Daylight,Van,120,Low,Wet,52,20,No,Yes,No,No,21,No,High,3,1
PK-ACC-000120,2023-02-02,18:55,Mian Channu,30.44165373010094,72.60063423961353,Clear,Urban Road,Daylight,Motorcycle,80,Medium,Wet,31,4,No,Yes,No,No,8,Yes,High,5,1
PK-ACC-000121,2023-02-17,20:55,Jacobabad,28.298389789770777,68.4700958061111,Clear,Rural Road,Daylight,Truck,40,High,Under Construction,36,11,Yes,No,No,No,27,Yes,Low,0,0
PK-ACC-000122,2024-05-17,02:25,Khanewal,30.29459293576712,71.91181881949977,Clear,Urban Road,Daylight,Van,120,High,Dry,38,15,No,No,No,No,16,No,Medium,2,0
PK-ACC-000123,2024-02-11,21:27,Sibi,29.55485835588394,67.8979080987481,Fog,Motorway,Daylight,Car,80,Medium,Wet,70,19,No,No,No,Yes,30,No,High,4,1
PK-ACC-000124,2024-07-27,21:35,Faisalabad Sadar,31.30121146441996,72.92842141977549,Clear,Urban Road,Night,Car,120,Medium,Dry,19,1,No,Yes,Yes,Yes,9,No,High,2,2
PK-ACC-000125,2024-12-28,20:15,Mian Channu,30.507573650807743,72.38930404510272,Clear,Highway,Daylight,Truck,60,Low,Wet,27,7,Yes,Yes,Yes,No,24,No,Medium,1,1
PK-ACC-000126,2023-04-09,11:27,Hub,25.032909293146833,66.89925172649896,Fog,Rural Road,Night,Van,40,Low,Wet,35,16,Yes,No,No,No,18,No,Low,1,0
PK-ACC-000127,2024-11-14,06:32,Summundri,31.042085970374497,73.04487132300758,Clear,Rural Road,Daylight,Truck,60,Low,Dry,35,16,No,No,No,No,20,No,Low,0,0
PK-ACC-000128,2024-12-26,23:10,Sangla Hill,31.71482751734195,73.6336113864426,Clear,Urban Road,Daylight,Truck,80,Medium,Wet,34,15,No,Yes,No,No,28,Yes,High,3,2
PK-ACC-000129,2024-06-30,14:18,Hasan Abdal,33.79882115511592,72.75440379026153,Clear,Urban Road,Night,Bus,80,Low,Dry,21,3,Yes,No,No,No,9,No,Low,0,0
PK-ACC-000130,2024-09-04,22:14,Mansehra,34.35094087084333,73.21467783061013,Rain,Urban Road,Daylight,Car,60,Medium,Dry,34,11,No,No,No,No,25,No,Low,0,0
PK-ACC-000131,2024-04-06,08:12,Nowshera Virkan,32.02764727062314,73.88404957788094,Clear,Urban Road,Daylight,Motorcycle,40,Medium,Dry,33,12,Yes,No,No,No,18,No,Low,0,0
PK-ACC-000132,2024-10-04,17:28,Lahore Cantt,31.55724510426706,74.38287901932206,Rain,Motorway,Daylight,Motorcycle,40,Low,Wet,42,23,No,Yes,No,No,21,No,High,3,1
PK-ACC-000133,2023-01-05,22:16,Pindi Bhattian,32.04853674234691,73.37526168261557,Rain,Motorway,Daylight,Van,60,Low,Under Construction,51,11,No,No,No,No,17,No,Medium,2,0
PK-ACC-000134,2023-08-06,04:58,Gujranwala,32.07621875288131,74.29329218187155,Clear,Rural Road,Daylight,Motorcycle,80,Medium,Dry,50,19,No,No,Yes,No,10,No,Low,0,0
PK-ACC-000135,2024-05-17,15:38,Sukkur,27.717886120433384,68.79522109426443,Fog,Motorway,Daylight,Car,60,Low,Dry,46,21,No,Yes,Yes,No,16,No,Medium,1,0
PK-ACC-000136,2024-02-02,20:04,Sangla Hill,31.669519729191205,73.64390197257198,Clear,Urban Road,Night,Motorcycle,40,Medium,Dry,54,8,No,No,No,No,25,No,Medium,3,0
PK-ACC-000137,2024-01-28,21:57,Kamoke,31.987635642771508,74.24460427591153,Clear,Urban Road,Daylight,Motorcycle,40,Medium,Dry,28,9,Yes,No,No,No,17,No,Low,0,0
PK-ACC-000138,2023-07-26,10:47,Gwadar,25.179060493041625,62.405709786435466,Fog,Urban Road,Daylight,Car,60,High,Dry,40,15,No,Yes,No,No,14,No,Low,0,0
PK-ACC-000139,2023-01-15,21:57,Lahore City,31.51315986913755,74.34623631260963,Fog,Motorway,Daylight,Motorcycle,80,Medium,Dry,33,8,No,No,No,No,18,No,Medium,3,0
PK-ACC-000140,2024-07-07,12:01,Isakhel,32.65868042835891,71.49229313749159,Rain,Urban Road,Daylight,Motorcycle,60,High,Dry,51,23,No,Yes,Yes,No,17,No,Medium,3,0
